Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

0.0,0.375,0.0,-1.3799999952316284,0.0
0.02,0.20000000298023224,0.0,-1.7999999523162842,0.0
0.01,1.0,0.0,-2.0,0.0
0.03,1.0,0.0,-2.0,0.0
0.04,1.0,0.0,-2.0,0.0
0.06,1.0,0.0,-2.0,0.0
0.05,1.0,0.0,-2.0,0.0
0.07,0.30000001192092896,0.0,-1.7999999523162842,0.0
0.08,0.0,0.0,-1.7999999523162842,0.0
0.09,1.0,0.0,-2.0,0.0
0.1,1.0,0.0,-2.0,0.0
0.11,1.0,0.0,-2.0,0.0
0.12,1.0,0.0,-2.0,0.0
0.14,0.4000000059604645,0.0,-1.7999999523162842,0.0
0.15,0.10000000149011612,0.0,-1.7999999523162842,0.0
0.13,1.0,0.0,-2.0,0.0
0.16,0.30000001192092896,0.0,-1.7999999523162842,0.0
0.19,0.5,0.0,-1.7999999523162842,0.0
0.18,1.0,0.0,-2.0,0.0
0.17,1.0,0.0,-2.0,0.0
0.2,1.0,0.0,-2.0,0.0
0.22,1.0,0.0,-2.0,0.0
0.21,1.0,0.0,-2.0,0.0
0.23,1.0,0.0,-2.0,0.0
0.24,1.0,0.0,-2.0,0.0
0.26,1.0,0.0,-2.0,0.0
0.25,0.0,0.0,-1.7999999523162842,0.0
0.27,1.0,0.0,-2.0,0.0
0.28,1.0,0.0,-2.0,0.0
0.29,0.5,0.0,-1.7999999523162842,0.0
0.3,1.0,0.0,-2.0,0.0
0.32,0.09452440139513463,0.022354257311594343,-1.799824752483368,0.0015509030828027457
0.33,1.0,0.0,-2.0,0.0
0.34,1.0,0.0,-2.0,0.0
0.35000000000000003,1.0,0.0,-2.0,0.0
0.36,1.0,0.0,-2.0,0.0
0.37,0.30004611187696456,0.0009784547161341992,-1.7999619523525239,0.0006531119248715219
0.38,1.0,0.0,-2.0,0.0
0.39,1.0,0.0,-2.0,0.0
0.4,0.1412447020444274,0.049248251678546906,-1.7996499526500702,0.001987333003532666
0.41000000000000003,1.0,0.0,-2.0,0.0
0.42,0.44024580351173875,0.04889380637433218,-1.7997451525592805,0.0018295000890845511
0.43,1.0,0.0,-2.0,0.0
0.44,1.0,0.0,-2.0,0.0
0.45,1.0,0.0,-2.0,0.0
0.46,0.08518190112672747,0.0734432132137429,-1.7982629539728165,0.004466407163553566
0.47000000000000003,1.0,0.0,-2.0,0.0
0.48,0.13002590150497853,0.1514986149078252,-1.796796155371666,0.00609110784621506
0.49,1.0,0.0,-2.0,0.0
0.5,0.37277570066764953,0.40193987838673695,-1.8471971666407585,0.08795430420282747
0.51,1.0,0.0,-2.0,0.0
0.52,1.0,0.0,-2.0,0.0
0.53,0.9999991000008583,6.70759377010877e-05,-1.9999964000034332,0.0002683037508043507
0.54,1.0,0.0,-2.0,0.0
0.55,0.9999998000001907,3.162211398260039e-05,-1.999999200000763,0.00012648845593040157
0.56,0.9999996000003815,4.471952801192931e-05,-1.9999984000015258,0.00017887811204771723
0.5700000000000001,0.9999997000002862,3.8728634615102e-05,-1.9999988000011444,0.00015491453846040802
0.58,0.9999995000004769,4.999745225616531e-05,-1.9999980000019073,0.00019998980902466123
0.59,0.8013912004050613,0.28691502209064773,-1.9274307867836953,0.09983970532716506
0.6,0.9999977000021935,0.00010721328311170703,-1.9999908000087738,0.0004288531324468281
0.61,0.8847497003221512,0.21326716020910358,-1.9494809911704063,0.08997863873412315
0.62,0.9999919000077248,0.00020108285077936978,-1.999967600030899,0.0008043314031174791
0.63,0.9999970000028611,0.00012243762251428392,-1.999988000011444,0.0004897504900571356
0.64,0.999995100004673,0.0001564478932928667,-1.999980400018692,0.0006257915731714667
0.65,0.9999930000066757,0.00018695168717155168,-1.999972000026703,0.0007478067486862067
0.66,0.9999925000071526,0.00019350369139049692,-1.9999700000286103,0.0007740147655619877
0.67,0.9999893000102044,0.0002497706768400557,-1.9999590000391005,0.0009339793017965342
0.68,0.9459414998817444,0.15081615695373615,-1.9738001969957353,0.07152880296685368
0.6900000000000001,0.999975500023365,0.00034914111401378867,-1.99990200009346,0.0013965644560551547
0.7000000000000001,0.9999722000265121,0.00037178877921844423,-1.9998888001060486,0.001487155116873777
0.71,0.9999731000256539,0.0003671186905274088,-1.9998924001026153,0.0014684747621096356
0.72,0.9999770000219345,0.00034419583674793027,-1.999908000087738,0.001376783346991721
0.73,0.9999580000400543,0.00045632839361751254,-1.9998320001602172,0.0018253135744700502
0.74,0.8282585000011511,0.32903679842368705,-1.9471277943444252,0.09500771735594037
0.75,0.9999579000401497,0.0004590503110435837,-1.9998320001602172,0.0018285977201824512
0.76,0.999931700065136,0.0005872260657357932,-1.9997282002592087,0.0023281139194501156
0.77,0.9999460000514984,0.0005263871878232443,-1.9997846002054214,0.002095613147431157
0.78,0.9999444000530243,0.0005328302717446727,-1.999779000210762,0.002108352561014429
0.79,0.9787590001535416,0.09304094186632446,-1.987597599570751,0.05188676851580918
0.8,0.9999139000821113,0.0006656470122215076,-1.9996584003257751,0.0026258896184430977
0.81,0.9998920001029968,0.0007364339519445482,-1.9995708004093171,0.002912691397739811
0.8200000000000001,0.9999071000885963,0.0007063063347317673,-1.9996348003482818,0.0027412797425636006
0.8300000000000001,0.9998707001233101,0.0008317332448159758,-1.9994880004882813,0.003265246646753233
0.84,0.9998256001663208,0.0009605117804120299,-1.9993054006624222,0.0038151675032089207
0.85,0.9998521001410484,0.0008594324762214671,-1.9994110005617143,0.0034116061906716557
0.86,0.9998155001759529,0.000975427052749416,-1.9992686006975173,0.003843309233780662
0.87,0.9997951001954078,0.0010195655973411143,-1.9991840007781982,0.004047976376651122
0.88,0.999777100212574,0.0010764819458475476,-1.9991156008434297,0.004239552141163451
0.89,0.9997448002433776,0.0011392411880304207,-1.9989898009634017,0.00447542822049315
0.9,0.9996804003047943,0.0013171380075856377,-1.998739601202011,0.005115011430809724
0.91,0.9996167003655434,0.0013994918271661248,-1.9984824014472962,0.005493708462827975
0.92,0.9996078003740311,0.0014227351472380543,-1.9984546014738083,0.005545960707965469
0.93,0.9995951003861427,0.001447602152888028,-1.998400201525688,0.005662382785135306
0.9400000000000001,0.9995486004304885,0.0015582789893038096,-1.9982354016828536,0.005988331858051479
0.9500000000000001,0.9995884003925324,0.0014534721911907949,-1.9983650015592576,0.005743928278739709
