Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

1.03,1,-2.763160773611162e-05
1.02,1,0.0
1.03,2,-2.763160773611162e-05
1.02,2,0.0
1.03,3,-2.7631611374090426e-05
1.03,4,-2.7631611374090426e-05
1.02,3,0.0
1.03,5,-1.4473702321993187e-05
1.02,4,0.0
1.01,1,0.0
1.02,5,0.0
1.03,6,-1.4473685041593853e-05
1.01,2,0.0
1.03,7,-2.7631584089249372e-05
1.02,6,0.0
1.03,8,-2.763158772722818e-05
1.01,3,0.0
1.02,7,0.0
1.01,4,0.0
1.02,8,0.0
1.03,9,-2.763158772722818e-05
1.01,5,0.0
1.02,9,0.0
1.01,6,0.0
1.01,7,0.0
1.01,8,0.0
1.01,9,0.0
1.0,1,0.0
1.0,2,0.0
1.0,3,0.0
1.0,4,0.0
1.0,5,0.0
1.0,6,0.0
1.0,7,0.0
1.0,8,0.0
1.0,9,0.0
1.07,1,0.0
1.07,2,0.0
1.07,3,0.0
1.07,4,0.0
1.07,5,0.0
1.07,6,0.0
1.07,7,0.0
1.07,8,0.0
1.07,9,0.0
1.06,1,0.0
1.06,2,0.0
1.06,3,0.0
1.06,4,0.0
1.06,5,0.0
1.06,6,0.0
1.06,7,0.0
1.06,8,0.0
1.06,9,0.0
1.04,1,0.0
1.04,2,0.0
1.04,3,0.0
1.04,4,0.0
1.04,5,0.0
1.04,6,0.0
1.04,7,0.0
1.04,8,0.0
1.04,9,0.0
1.05,1,-1.4473686860583257e-05
1.05,2,-1.4473686860583257e-05
1.05,3,-1.4473686860583257e-05
1.05,4,-1.315782810706878e-06
1.05,5,-1.4473681403615046e-05
1.05,6,-1.4473681403615046e-05
1.05,7,-1.4473682313109748e-05
1.05,8,-1.4473682313109748e-05
1.05,9,-1.4473686860583257e-05
1.08,1,-1.4473685041593853e-05
1.08,2,-2.7631580451270565e-05
1.08,3,-2.763158227025997e-05
1.08,4,-2.7631584089249372e-05
1.08,5,-2.7631584089249372e-05
1.08,6,-2.7631584089249372e-05
1.08,7,-2.763158772722818e-05
1.08,8,-2.763158772722818e-05
1.08,9,-2.7631595003185794e-05
1.09,1,-2.7631584089249372e-05
1.09,2,-2.7631584089249372e-05
1.09,3,-2.7631580451270565e-05
1.09,4,-2.7631580451270565e-05
1.09,5,-2.7631580451270565e-05
1.09,6,-2.7631580451270565e-05
1.09,7,-2.7631580451270565e-05
1.09,8,-2.7631580451270565e-05
1.11,1,0.0
1.09,9,-2.7631580451270565e-05
1.11,2,0.0
1.11,3,0.0
1.11,4,0.0
1.11,5,0.0
1.11,6,0.0
1.11,7,0.0
1.11,8,0.0
1.11,9,0.0
1.1,1,0.0
1.1,2,0.0
1.1,3,0.0
1.1,4,0.0
1.1,5,0.0
1.1,6,0.0
