Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

Temperature,Magnetizatio n Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev
1.0,0.9993096006584168,0.0019145079913406322,-1.9972700026035308,0.0075139199032771276
1.05,0.9989073010420799,0.002417539154283428,-1.9957280040740968,0.009316321723385855
1.1,0.9983950015306473,0.002944649123653882,-1.9937532059049605,0.011235713410918478
1.1500000000000001,0.9979219019806385,0.003461788209991487,-1.9919484073328972,0.012990745281396106
1.2000000000000002,0.9970007028543949,0.0042234660965589045,-1.9885366102480888,0.015546706602038728
1.2500000000000002,0.9958086039721966,0.005050655303938065,-1.9839792132759093,0.018668839132966807
1.3000000000000003,0.994925304735899,0.005633814559965322,-1.980724415230751,0.020372109596944136
1.3500000000000003,0.9929970063245297,0.006946504331209099,-1.9738548172354697,0.024263393931699868
1.4000000000000004,0.9910022079396248,0.007725705070097332,-1.9666590179538728,0.026878909527257886
1.4500000000000004,0.9885005093801021,0.009085149108367115,-1.9579464169621468,0.03065921023012271
1.5000000000000004,0.98566911008358,0.010699615931802253,-1.9482270132446289,0.03511317826353537
1.5500000000000005,0.9828432102262974,0.011478077087582044,-1.9381876106929778,0.03798873743093991
1.6000000000000005,0.977887409479618,0.013978020722292544,-1.9224206049513817,0.043407414085227504
1.6500000000000006,0.972989007024765,0.01617059444824,-1.9068896029210092,0.04845482487146459
1.7000000000000006,0.9670632048261165,0.018870306899858788,-1.8893978005981444,0.05252812290840415
1.7500000000000007,0.9592732017040253,0.023084951883720527,-1.8670620005321503,0.059903625306371826
1.8000000000000007,0.9538893000745773,0.023604681820321344,-1.8494359996438026,0.06302020296708337
1.8500000000000008,0.9436480988919735,0.027329542496072754,-1.8213755990695952,0.0685093846797595
1.9000000000000008,0.9289645987379551,0.03913109860130759,-1.7872471993780137,0.0788025760768677
1.9500000000000008,0.9186518988907337,0.03728173881935813,-1.758122400009632,0.082983049455878
2.000000000000001,0.9006125997114182,0.047085641668007855,-1.717954599852562,0.0918809130138587
2.0500000000000007,0.8783817997872829,0.06412721268351462,-1.6728700000548362,0.09932880269275939
2.100000000000001,0.0512007000516355,0.8252690740523374,-1.5995198001790047,0.12924989550188432
2.1500000000000012,0.8032446999573708,0.10499492079102897,-1.5526428003120423,0.12628124003382316
2.200000000000001,0.7506385000294447,0.12639208381499048,-1.478730999916792,0.13785059864169089
2.250000000000001,0.675048700064905,0.18714620012115696,-1.4005418000519276,0.14611085012644023
2.300000000000001,0.33927509992873295,0.497504616959605,-1.298700799832344,0.15812869501386217
2.3500000000000014,0.05072470005942509,0.49965994243817796,-1.205093599857092,0.14398480256040877
2.4000000000000012,0.0879558999285847,0.4131041406389684,-1.1343451988196374,0.13772155781288226
2.450000000000001,0.017877399953454734,0.3477073660409953,-1.0720397985315322,0.1278958225993456
2.5000000000000013,0.03516860005266965,0.33732398886580384,-1.0371829987466334,0.12562768251626796
2.5500000000000016,0.035055599937867374,0.2908765249368046,-0.9911247985720635,0.11706230305721549
2.6000000000000014,0.0190869999672845,0.2460000595500011,-0.9433027986848355,0.11044545869562822
2.6500000000000012,0.02303210000824183,0.2472667238610131,-0.9227117987966538,0.10731529214922224
2.7000000000000015,0.016962799936570228,0.18387559741285528,-0.874349999153614,0.10046480645141904
2.7500000000000018,0.015082299939971417,0.19193772592692396,-0.8513879992711544,0.10154471601659397
2.8000000000000016,0.005048200002294034,0.1994243028068281,-0.8374801996403932,0.10222622239802269
2.8500000000000014,0.005914200065266341,0.1746967062167318,-0.8066127996534109,0.10108279158024447
2.9000000000000017,0.008944099982529879,0.17514004534142535,-0.7821187997382879,0.09707555075291288
2.950000000000002,0.00872040000224486,0.17005360787324647,-0.7644493998855353,0.09842648397526144
3.0000000000000018,0.0026651999956555663,0.16022292791831305,-0.7427130000841617,0.09605049472509125
3.0500000000000016,0.01689119996866211,0.1553829666557576,-0.725042000001669,0.09498459975912965
3.100000000000002,0.008268899969905616,0.13843624066369825,-0.7063650003373623,0.09137317305235908
3.150000000000002,0.012369099984318017,0.1380672003876041,-0.689064800157547,0.09130102656897054
3.200000000000002,0.012840699971839786,0.1358305962392223,-0.6752677999895811,0.09280741564615583
3.2500000000000018,0.005330099965278059,0.13431212338281176,-0.658047399892807,0.09140626642946975
3.300000000000002,0.0036809999629855155,0.12782775209921368,-0.6459599998039007,0.08973493540447082
3.3500000000000023,0.0029465999981574714,0.11846177248658951,-0.6365617996704579,0.08878097207283285
3.400000000000002,0.0015379999915882945,0.12111037336128327,-0.6185183993315697,0.08993642839652626
3.450000000000002,0.0028323000160977246,0.11944186263397953,-0.6041563991355896,0.0875384523960338
