Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

Temperature,K,Spatial Spin Correlation
2.0,1,0.0012407933827489614
2.0,2,-0.0004302618617657572
2.0,3,-0.0004960496444255114
2.0,4,-0.00128552271053195
2.0,5,-0.0011802598601207137
2.0,6,-0.00041710378718562424
2.0,7,-0.000561840774025768
2.0,8,-0.0006144732469692826
2.0,9,-0.0014828909188508987
2.1,1,0.0012407933827489614
2.1,2,-0.0004302618617657572
2.1,3,-0.0004960496444255114
2.1,4,-0.00128552271053195
2.1,5,-0.0011802598601207137
2.1,6,-0.00041710378718562424
2.1,7,-0.000561840774025768
2.1,8,-0.0006144732469692826
2.1,9,-0.0014828909188508987
2.1,1,0.0006368438480421901
2.1,2,-0.0004421047924552113
2.1,3,-0.0007052612490952015
2.1,4,-0.0006921031745150685
2.1,5,-0.0004289463977329433
2.1,6,-0.0006394711672328413
2.1,7,-0.00038947194116190076
2.1,8,0.00011052693298552185
2.1,9,-0.0004157876828685403
2.2,1,0.0012407933827489614
2.2,2,-0.0004302618617657572
2.2,3,-0.0004960496444255114
2.2,4,-0.00128552271053195
2.2,5,-0.0011802598601207137
2.2,6,-0.00041710378718562424
2.2,7,-0.000561840774025768
2.2,8,-0.0006144732469692826
2.2,9,-0.0014828909188508987
2.2,1,0.0006368438480421901
2.2,2,-0.0004421047924552113
2.2,3,-0.0007052612490952015
2.2,4,-0.0006921031745150685
2.2,5,-0.0004289463977329433
2.2,6,-0.0006394711672328413
2.2,7,-0.00038947194116190076
2.2,8,0.00011052693298552185
2.2,9,-0.0004157876828685403
2.2,1,0.003059213748201728
2.2,2,-0.0002171053201891482
2.2,3,-0.0009539459715597332
2.2,4,-0.0010855233995243907
2.2,5,-0.0022039415780454874
2.2,6,-0.002124993596225977
2.2,7,-0.0015592046547681093
2.2,8,-0.0009407877223566175
2.2,9,-0.0013092050794512033
2.3000000000000003,1,0.0012407933827489614
2.3000000000000003,2,-0.0004302618617657572
2.3000000000000003,3,-0.0004960496444255114
2.3000000000000003,4,-0.00128552271053195
2.3000000000000003,5,-0.0011802598601207137
2.3000000000000003,6,-0.00041710378718562424
2.3000000000000003,7,-0.000561840774025768
2.3000000000000003,8,-0.0006144732469692826
2.3000000000000003,9,-0.0014828909188508987
2.3000000000000003,1,0.0006368438480421901
2.3000000000000003,2,-0.0004421047924552113
2.3000000000000003,3,-0.0007052612490952015
2.3000000000000003,4,-0.0006921031745150685
2.3000000000000003,5,-0.0004289463977329433
2.3000000000000003,6,-0.0006394711672328413
2.3000000000000003,7,-0.00038947194116190076
2.3000000000000003,8,0.00011052693298552185
2.3000000000000003,9,-0.0004157876828685403
2.3000000000000003,1,0.003059213748201728
2.3000000000000003,2,-0.0002171053201891482
2.3000000000000003,3,-0.0009539459715597332
2.3000000000000003,4,-0.0010855233995243907
2.3000000000000003,5,-0.0022039415780454874
2.3000000000000003,6,-0.002124993596225977
2.3000000000000003,7,-0.0015592046547681093
2.3000000000000003,8,-0.0009407877223566175
2.3000000000000003,9,-0.0013092050794512033
2.3000000000000003,1,0.012665774673223495
2.3000000000000003,2,0.004442108329385519
2.3000000000000003,3,3.4210268495371565e-05
2.3000000000000003,4,-0.0014789464185014367
2.3000000000000003,5,-0.0033868388272821903
2.3000000000000003,6,-0.005926311481744051
2.3000000000000003,7,-0.006978943478316069
2.3000000000000003,8,-0.008939479477703571
2.3000000000000003,9,-0.006978944875299931
2.4000000000000004,1,0.0012407933827489614
2.4000000000000004,2,-0.0004302618617657572
2.4000000000000004,3,-0.0004960496444255114
2.4000000000000004,4,-0.00128552271053195
2.4000000000000004,5,-0.0011802598601207137
2.4000000000000004,6,-0.00041710378718562424
2.4000000000000004,7,-0.000561840774025768
2.4000000000000004,8,-0.0006144732469692826
2.4000000000000004,9,-0.0014828909188508987
2.4000000000000004,1,0.0006368438480421901
2.4000000000000004,2,-0.0004421047924552113
2.4000000000000004,3,-0.0007052612490952015
2.4000000000000004,4,-0.0006921031745150685
2.4000000000000004,5,-0.0004289463977329433
2.4000000000000004,6,-0.0006394711672328413
2.4000000000000004,7,-0.00038947194116190076
2.4000000000000004,8,0.00011052693298552185
2.4000000000000004,9,-0.0004157876828685403
2.4000000000000004,1,0.003059213748201728
2.4000000000000004,2,-0.0002171053201891482
2.4000000000000004,3,-0.0009539459715597332
2.4000000000000004,4,-0.0010855233995243907
2.4000000000000004,5,-0.0022039415780454874
2.4000000000000004,6,-0.002124993596225977
2.4000000000000004,7,-0.0015592046547681093
2.4000000000000004,8,-0.0009407877223566175
2.4000000000000004,9,-0.0013092050794512033
2.4000000000000004,1,0.012665774673223495
2.4000000000000004,2,0.004442108329385519
2.4000000000000004,3,3.4210268495371565e-05
2.4000000000000004,4,-0.0014789464185014367
2.4000000000000004,5,-0.0033868388272821903
2.4000000000000004,6,-0.005926311481744051
2.4000000000000004,7,-0.006978943478316069
2.4000000000000004,8,-0.008939479477703571
2.4000000000000004,9,-0.006978944875299931
2.4000000000000004,1,0.015815816819667816
2.4000000000000004,2,0.002631586045026779
2.4000000000000004,3,-0.0026842074003070593
2.4000000000000004,4,-0.006039479747414589
2.4000000000000004,5,-0.006750005763024092
2.4000000000000004,6,-0.004947372246533632
2.4000000000000004,7,-0.00567104946821928
2.4000000000000004,8,-0.0070131635293364525
2.4000000000000004,9,-0.004381575156003237
2.5000000000000004,1,0.0012407933827489614
2.5000000000000004,2,-0.0004302618617657572
2.5000000000000004,3,-0.0004960496444255114
2.5000000000000004,4,-0.00128552271053195
2.5000000000000004,5,-0.0011802598601207137
2.5000000000000004,6,-0.00041710378718562424
2.5000000000000004,7,-0.000561840774025768
2.5000000000000004,8,-0.0006144732469692826
2.5000000000000004,9,-0.0014828909188508987
2.5000000000000004,1,0.0006368438480421901
2.5000000000000004,2,-0.0004421047924552113
2.5000000000000004,3,-0.0007052612490952015
2.5000000000000004,4,-0.0006921031745150685
2.5000000000000004,5,-0.0004289463977329433
2.5000000000000004,6,-0.0006394711672328413
2.5000000000000004,7,-0.00038947194116190076
2.5000000000000004,8,0.00011052693298552185
2.5000000000000004,9,-0.0004157876828685403
2.5000000000000004,1,0.003059213748201728
2.5000000000000004,2,-0.0002171053201891482
2.5000000000000004,3,-0.0009539459715597332
2.5000000000000004,4,-0.0010855233995243907
2.5000000000000004,5,-0.0022039415780454874
2.5000000000000004,6,-0.002124993596225977
2.5000000000000004,7,-0.0015592046547681093
2.5000000000000004,8,-0.0009407877223566175
2.5000000000000004,9,-0.0013092050794512033
2.5000000000000004,1,0.012665774673223495
2.5000000000000004,2,0.004442108329385519
2.5000000000000004,3,3.4210268495371565e-05
2.5000000000000004,4,-0.0014789464185014367
2.5000000000000004,5,-0.0033868388272821903
2.5000000000000004,6,-0.005926311481744051
2.5000000000000004,7,-0.006978943478316069
2.5000000000000004,8,-0.008939479477703571
2.5000000000000004,9,-0.006978944875299931
2.5000000000000004,1,0.015815816819667816
2.5000000000000004,2,0.002631586045026779
2.5000000000000004,3,-0.0026842074003070593
2.5000000000000004,4,-0.006039479747414589
2.5000000000000004,5,-0.006750005763024092
2.5000000000000004,6,-0.004947372246533632
2.5000000000000004,7,-0.00567104946821928
2.5000000000000004,8,-0.0070131635293364525
2.5000000000000004,9,-0.004381575156003237
2.5000000000000004,1,0.014382880181074142
2.5000000000000004,2,0.0046197399497032166
2.5000000000000004,3,-0.0011039461242035031
2.5000000000000004,4,-0.003314468078315258
2.5000000000000004,5,-0.005801317282021046
2.5000000000000004,6,-0.006419734563678503
2.5000000000000004,7,-0.0058670989237725735
2.5000000000000004,8,-0.007024993188679218
2.5000000000000004,9,-0.00438026012852788
2.6000000000000005,1,0.0012407933827489614
2.6000000000000005,2,-0.0004302618617657572
2.6000000000000005,3,-0.0004960496444255114
2.6000000000000005,4,-0.00128552271053195
2.6000000000000005,5,-0.0011802598601207137
2.6000000000000005,6,-0.00041710378718562424
2.6000000000000005,7,-0.000561840774025768
2.6000000000000005,8,-0.0006144732469692826
2.6000000000000005,9,-0.0014828909188508987
2.6000000000000005,1,0.0006368438480421901
2.6000000000000005,2,-0.0004421047924552113
2.6000000000000005,3,-0.0007052612490952015
2.6000000000000005,4,-0.0006921031745150685
2.6000000000000005,5,-0.0004289463977329433
2.6000000000000005,6,-0.0006394711672328413
2.6000000000000005,7,-0.00038947194116190076
2.6000000000000005,8,0.00011052693298552185
2.6000000000000005,9,-0.0004157876828685403
2.6000000000000005,1,0.003059213748201728
2.6000000000000005,2,-0.0002171053201891482
2.6000000000000005,3,-0.0009539459715597332
2.6000000000000005,4,-0.0010855233995243907
2.6000000000000005,5,-0.0022039415780454874
2.6000000000000005,6,-0.002124993596225977
2.6000000000000005,7,-0.0015592046547681093
2.6000000000000005,8,-0.0009407877223566175
2.6000000000000005,9,-0.0013092050794512033
2.6000000000000005,1,0.012665774673223495
2.6000000000000005,2,0.004442108329385519
2.6000000000000005,3,3.4210268495371565e-05
2.6000000000000005,4,-0.0014789464185014367
2.6000000000000005,5,-0.0033868388272821903
2.6000000000000005,6,-0.005926311481744051
2.6000000000000005,7,-0.006978943478316069
2.6000000000000005,8,-0.008939479477703571
2.6000000000000005,9,-0.006978944875299931
2.6000000000000005,1,0.015815816819667816
2.6000000000000005,2,0.002631586045026779
2.6000000000000005,3,-0.0026842074003070593
2.6000000000000005,4,-0.006039479747414589
2.6000000000000005,5,-0.006750005763024092
2.6000000000000005,6,-0.004947372246533632
2.6000000000000005,7,-0.00567104946821928
2.6000000000000005,8,-0.0070131635293364525
2.6000000000000005,9,-0.004381575156003237
2.6000000000000005,1,0.014382880181074142
2.6000000000000005,2,0.0046197399497032166
2.6000000000000005,3,-0.0011039461242035031
2.6000000000000005,4,-0.003314468078315258
2.6000000000000005,5,-0.005801317282021046
2.6000000000000005,6,-0.006419734563678503
2.6000000000000005,7,-0.0058670989237725735
2.6000000000000005,8,-0.007024993188679218
2.6000000000000005,9,-0.00438026012852788
2.6000000000000005,1,0.013305255211889744
2.6000000000000005,2,0.0022789505310356617
2.6000000000000005,3,-0.001918420777656138
2.6000000000000005,4,-0.0038526304997503757
2.6000000000000005,5,-0.005865789018571377
2.6000000000000005,6,-0.007471052464097738
2.6000000000000005,7,-0.005102633964270353
2.6000000000000005,8,-0.0035500002559274435
2.6000000000000005,9,-0.00377368344925344
