Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

Temperature,K,Spatial Spin Correlation
2.0,1,-0.0009828945621848106
2.0,2,-0.0022592120803892612
2.0,3,-0.0028381587471812963
2.0,4,-0.003390792990103364
2.0,5,-0.0009697377681732178
2.0,6,-0.005588156636804342
2.0,7,-0.002351316623389721
2.0,8,-0.001403947127982974
2.0,9,-0.0028907940723001957
2.1,1,-0.0009828945621848106
2.1,2,-0.0022592120803892612
2.1,3,-0.0028381587471812963
2.1,4,-0.003390792990103364
2.1,5,-0.0009697377681732178
2.1,6,-0.005588156636804342
2.1,7,-0.002351316623389721
2.1,8,-0.001403947127982974
2.1,9,-0.0028907940723001957
2.1,1,-0.0016105265822261572
2.1,2,-0.0017026313580572605
2.1,3,-0.0012947373325005174
2.1,4,-0.0023473685141652822
2.1,5,-0.0031105270609259605
2.1,6,-0.0012684218818321824
2.1,7,-0.0044263205491006374
2.1,8,-0.0014394749887287617
2.1,9,-0.004544740077108145
2.2,1,-0.0009828945621848106
2.2,2,-0.0022592120803892612
2.2,3,-0.0028381587471812963
2.2,4,-0.003390792990103364
2.2,5,-0.0009697377681732178
2.2,6,-0.005588156636804342
2.2,7,-0.002351316623389721
2.2,8,-0.001403947127982974
2.2,9,-0.0028907940723001957
2.2,1,-0.0016105265822261572
2.2,2,-0.0017026313580572605
2.2,3,-0.0012947373325005174
2.2,4,-0.0023473685141652822
2.2,5,-0.0031105270609259605
2.2,6,-0.0012684218818321824
2.2,7,-0.0044263205491006374
2.2,8,-0.0014394749887287617
2.2,9,-0.004544740077108145
2.2,1,-0.0023223680909723043
2.2,2,-0.0017960527911782265
2.2,3,-0.0006644742679782212
2.2,4,-0.002309211064130068
2.2,5,-0.0007960523944348097
2.2,6,-0.0023749996908009052
2.2,7,-0.0037697365041822195
2.2,8,-0.0015460517024621367
2.2,9,-0.003151314565911889
2.3000000000000003,1,-0.0009828945621848106
2.3000000000000003,2,-0.0022592120803892612
2.3000000000000003,3,-0.0028381587471812963
2.3000000000000003,4,-0.003390792990103364
2.3000000000000003,5,-0.0009697377681732178
2.3000000000000003,6,-0.005588156636804342
2.3000000000000003,7,-0.002351316623389721
2.3000000000000003,8,-0.001403947127982974
2.3000000000000003,9,-0.0028907940723001957
2.3000000000000003,1,-0.0016105265822261572
2.3000000000000003,2,-0.0017026313580572605
2.3000000000000003,3,-0.0012947373325005174
2.3000000000000003,4,-0.0023473685141652822
2.3000000000000003,5,-0.0031105270609259605
2.3000000000000003,6,-0.0012684218818321824
2.3000000000000003,7,-0.0044263205491006374
2.3000000000000003,8,-0.0014394749887287617
2.3000000000000003,9,-0.004544740077108145
