Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

Temperature,K,Spatial Spin Correlation
2.0,1,-0.0028105287346988916
2.0,2,-0.0025210522580891848
2.0,3,0.0006631586002185941
2.0,4,-0.000771053193602711
2.0,5,-0.0022184238769114017
2.0,6,-0.002363157458603382
2.0,7,-0.0037315834779292345
2.0,8,-0.0031921095214784145
2.0,9,-0.003942105453461409
2.01,1,-0.0028105287346988916
2.01,2,-0.0025210522580891848
2.01,3,0.0006631586002185941
2.01,4,-0.000771053193602711
2.01,5,-0.0022184238769114017
2.01,6,-0.002363157458603382
2.01,7,-0.0037315834779292345
2.01,8,-0.0031921095214784145
2.01,9,-0.003942105453461409
2.01,1,-0.0038513196632266045
2.01,2,-0.0004434207803569734
2.01,3,-0.0028907926753163338
2.01,4,-0.0024697422049939632
2.01,5,-0.003311844076961279
2.01,6,-0.001982897985726595
2.01,7,-0.0011407890124246478
2.01,8,-0.0008644743938930333
2.01,9,-0.006009213626384735
2.0199999999999996,1,-0.0028105287346988916
2.0199999999999996,2,-0.0025210522580891848
2.0199999999999996,3,0.0006631586002185941
2.0199999999999996,4,-0.000771053193602711
2.0199999999999996,5,-0.0022184238769114017
2.0199999999999996,6,-0.002363157458603382
2.0199999999999996,7,-0.0037315834779292345
2.0199999999999996,8,-0.0031921095214784145
2.0199999999999996,9,-0.003942105453461409
2.0199999999999996,1,-0.0038513196632266045
2.0199999999999996,2,-0.0004434207803569734
2.0199999999999996,3,-0.0028907926753163338
2.0199999999999996,4,-0.0024697422049939632
2.0199999999999996,5,-0.003311844076961279
2.0199999999999996,6,-0.001982897985726595
2.0199999999999996,7,-0.0011407890124246478
2.0199999999999996,8,-0.0008644743938930333
2.0199999999999996,9,-0.006009213626384735
2.0199999999999996,1,-0.0004434201109688729
2.0199999999999996,2,-0.0018118452280759811
2.0199999999999996,3,0.00237236893735826
2.0199999999999996,4,-0.0009302626713179052
2.0199999999999996,5,-0.0019434241112321615
2.0199999999999996,6,-0.001614473876543343
2.0199999999999996,7,-0.00379868783056736
2.0199999999999996,8,-0.006785531993955374
2.0199999999999996,9,-0.006035532336682081
2.0299999999999994,1,-0.0028105287346988916
2.0299999999999994,2,-0.0025210522580891848
2.0299999999999994,3,0.0006631586002185941
2.0299999999999994,4,-0.000771053193602711
2.0299999999999994,5,-0.0022184238769114017
2.0299999999999994,6,-0.002363157458603382
2.0299999999999994,7,-0.0037315834779292345
2.0299999999999994,8,-0.0031921095214784145
2.0299999999999994,9,-0.003942105453461409
2.0299999999999994,1,-0.0038513196632266045
2.0299999999999994,2,-0.0004434207803569734
2.0299999999999994,3,-0.0028907926753163338
2.0299999999999994,4,-0.0024697422049939632
2.0299999999999994,5,-0.003311844076961279
2.0299999999999994,6,-0.001982897985726595
2.0299999999999994,7,-0.0011407890124246478
2.0299999999999994,8,-0.0008644743938930333
2.0299999999999994,9,-0.006009213626384735
2.0299999999999994,1,-0.0004434201109688729
2.0299999999999994,2,-0.0018118452280759811
2.0299999999999994,3,0.00237236893735826
2.0299999999999994,4,-0.0009302626713179052
2.0299999999999994,5,-0.0019434241112321615
2.0299999999999994,6,-0.001614473876543343
2.0299999999999994,7,-0.00379868783056736
2.0299999999999994,8,-0.006785531993955374
2.0299999999999994,9,-0.006035532336682081
2.0299999999999994,1,-0.002402631798759103
2.0299999999999994,2,-0.0016263154102489352
