Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
20,100000,50000,25000,1.0,0.0,0.1

Temperature,Magnetization Mean,Magnetization Std Dev,Energy Mean,Energy Std Dev,M_std_std,E_std_std
2.0,0.8999355997347832,0.047157373118468515,-1.7168871999287605,0.0912498454735069,0.014938470325631946,0.012885966177634333
2.1,0.855531299983263,0.0625900803855331,-1.6234330001473427,0.10713229436240278,0.015294402817113263,0.013567401109991457
2.2,0.0896421998574771,0.7375735285263592,-1.4648036000466347,0.1543794460639108,0.04695640535470702,0.020635691611322744
2.3000000000000003,0.08530059993410483,0.5774240454850391,-1.2864937997937202,0.1590358096331845,0.07540648635986336,0.02583851956055693
2.4000000000000004,0.1217186999221146,0.3720585872123648,-1.1234339989709854,0.1260050156318273,0.06887642325056871,0.0182275170996497
2.5000000000000004,0.0005460999271646142,0.2821951684449395,-1.0138289984881879,0.11400288061582756,0.0513644803820518,0.01303435222475487
2.6000000000000005,0.02372910003811121,0.26000149649805154,-0.9496043987643719,0.11566193570342917,0.056558009916648305,0.015233264288356967
