Lattice Size (NxN),Total Steps,Steps Used in Analysis,Burnin Steps,Interaction Strength,Applied Mag Field,Spin Prop
100,100000,50000,25000,1.0,0.0,0.1

1.0029999999999997,0.9992094620049,0.00041801524542505294,-1.9968997791719436,0.0016132451838877285,3.480846683889599e-05,0.0001253664516355887
1.0049999999999994,0.9991919698667526,0.0004260750266802392,-1.9968352762413024,0.001640613904523576,3.8122161172781446e-05,0.0001412083413828998
1.0039999999999996,0.9991933378982544,0.00043199296103289543,-1.996840860054493,0.0016633025291189342,4.105699702544437e-05,0.0001510233370868055
1.0129999999999986,0.9991458771264553,0.00042587226138593513,-1.9966573502540588,0.0016361598665012053,3.684509476228477e-05,0.00013816550479231834
1.0159999999999982,0.9991227489411831,0.00043450277952611946,-1.996570094897747,0.0016662938068519248,3.313641789950263e-05,0.000120823560335209
1.0219999999999976,0.9991042485630512,0.00044520663227853863,-1.996494767203331,0.0017108729864407928,3.756610583713064e-05,0.00014291862069291738
1.0149999999999983,0.9991236886584759,0.00043506348910259747,-1.9965677506804467,0.0016742985893359857,3.307741513639603e-05,0.00012357380035839905
1.009999999999999,0.9991844494986534,0.0004194505643726361,-1.9968072124600411,0.001612163748825401,3.894277358266668e-05,0.000144157395118663
1.018999999999998,0.9991251088762283,0.00043648730907720946,-1.9965709588623046,0.0016845967746256301,3.6565583374121234e-05,0.00013615061324589924
1.0239999999999974,0.9990807321858406,0.00045203127303930415,-1.9964044879674911,0.0017354544525562305,4.41562661987057e-05,0.00017068731414199105
1.0,0.999249226578474,0.0003973099625141432,-1.9970558346962928,0.0015382236838461778,2.770226130187476e-05,0.00010678994368547068
1.001,0.9992166100537777,0.00041646236626589417,-1.996930179169178,0.0016035096264496325,3.998480232965484e-05,0.00014468982504106277
1.0019999999999998,0.9992447145164013,0.00041231721667982923,-1.9970405787229537,0.0015892158376908806,4.028886861009931e-05,0.00014897676705715886
1.0079999999999991,0.999159945101738,0.00042536043236448526,-1.996708397116661,0.0016385617771591907,3.3143890406976934e-05,0.0001211438887687756
1.0119999999999987,0.9991780295026302,0.0004210837698443326,-1.996778053331375,0.001624650847743111,3.388555331020304e-05,0.00012811189128594694
1.0109999999999988,0.9991705692720413,0.00041555254985295887,-1.9967472933983803,0.0016056342250923988,2.793035441781685e-05,0.00010494947938702376
1.0069999999999992,0.9991808897161484,0.0004228714140771769,-1.9967953732180594,0.001628987022543072,3.6790849533715874e-05,0.0001428603973677112
1.0139999999999985,0.999146285032034,0.00041974441182991284,-1.9966518938446045,0.001625300971711269,3.928044556296264e-05,0.00015305121133919739
1.0169999999999981,0.9991203647494316,0.0004322323880706752,-1.996554127202034,0.0016638066272134464,3.6167328048496355e-05,0.00013255893252282896
1.008999999999999,0.9991714455223083,0.00042412769016071997,-1.9967575654864311,0.001627949456608626,3.9347294344864544e-05,0.00014110447295327946
1.0229999999999975,0.9990848242652416,0.00044011596441768865,-1.996418927989006,0.0016888976662555906,3.481692709702083e-05,0.00012677707122630337
1.0249999999999972,0.9990789363181591,0.00044747739876794884,-1.996396344025135,0.00172123349001523,3.2895869252761645e-05,0.0001239591594910744
1.0059999999999993,0.999208634018898,0.0004145035899653448,-1.9968965559196472,0.0015956949378047825,3.826440788804809e-05,0.00013618803644463337
1.026999999999997,0.999055560028553,0.00045326426712534944,-1.9963045931053163,0.0017441904131901876,3.144416301980038e-05,0.00011871803540430302
1.017999999999998,0.999133388915062,0.0004284114213736638,-1.996607478928566,0.0016521395056573749,2.6786555498283634e-05,0.00010213641645538416
1.0199999999999978,0.9991038845789433,0.00044319262623455366,-1.996489743452072,0.001710784748169144,4.087905329891643e-05,0.00015354879736634162
1.0209999999999977,0.999108896727562,0.00044728929343019455,-1.9965103589940072,0.0017235459397080773,3.4933587207867914e-05,0.00012431847709104261
1.0259999999999971,0.9990685003077984,0.00044843473355423547,-1.9963533687758446,0.0017281640583910747,3.553402318254017e-05,0.0001336133243647768
1.027999999999997,0.9990430680298805,0.00045460120907772964,-1.9962539779996873,0.0017491261543484543,4.081694953270124e-05,0.00015089657194368084
1.0339999999999963,0.9990121755814553,0.00046250772432212335,-1.996135482261181,0.0017739501594899178,3.515354894494621e-05,0.0001265122866704876
1.0329999999999964,0.9990007234311103,0.0004697841327546028,-1.9960934592485429,0.001797521779371321,4.172027327369097e-05,0.00014783805987334575
1.035999999999996,0.9989851713085175,0.0004701599535878746,-1.9960348513293267,0.0018045562155093533,3.499565364918866e-05,0.0001337736419385466
1.036999999999996,0.9989788433253766,0.0004700487274210523,-1.9960112354111672,0.0017995310500184957,3.8447846750204925e-05,0.0001483750708631554
1.0299999999999967,0.9990287117409706,0.00045996067412160184,-1.9962054096102715,0.0017626977056238809,4.868503988594118e-05,0.00018220394020089642
1.0289999999999968,0.9990509278810025,0.0004535914056845061,-1.9962900255322455,0.0017379153777112358,3.8475412482003245e-05,0.0001408008408989846
1.0309999999999966,0.9990280278980732,0.0004644016496714092,-1.9961962816619874,0.0017842908380087878,4.2382685311437605e-05,0.0001551501860772722
1.0319999999999965,0.9990229238021374,0.0004687869395078467,-1.9961776661276818,0.001802232665215875,3.3402556390846756e-05,0.00012446351881815476
1.0349999999999961,0.9989761312139034,0.00047273458630489015,-1.9959996515798568,0.0018130761303184085,3.971058083643177e-05,0.00014043976030927457
1.0399999999999956,0.9989439590752125,0.0004828586521989211,-1.9958727963876723,0.0018519626307433427,3.7236916844916496e-05,0.00014315610210816112
1.0519999999999943,0.9988367502355575,0.0005060345005190423,-1.9954663745427133,0.0019251513036470792,4.34257257796235e-05,0.00016013565725688582
1.045999999999995,0.9988733186793327,0.0005052806679288381,-1.9956076618933678,0.0019292853510548247,4.223105684082677e-05,0.00015640856225300132
1.0469999999999948,0.998879802646637,0.0005055768840560163,-1.995626253402233,0.0019331302455517277,4.181226633361375e-05,0.00013781966038772187
1.0529999999999942,0.9988759626102448,0.0005060478323318801,-1.995614029958248,0.0019292590594665129,4.730074148095101e-05,0.00016869226349997056
1.0419999999999954,0.9989290709292888,0.0004844509221132549,-1.995828196156025,0.0018446216741040264,3.85716284203723e-05,0.00013843323374495631
1.0379999999999958,0.9989465111982823,0.0004873687874099339,-1.9958821322011948,0.0018661182172529382,4.450159035987773e-05,0.00015884810800550255
1.0389999999999957,0.998959923273325,0.0004791944245846646,-1.995939572160244,0.0018338276626645204,3.318025349443762e-05,0.00012312854750145616
1.0409999999999955,0.9989642112457752,0.00048092805097417024,-1.9959582832431793,0.001833510201340783,4.9532357710942416e-05,0.00017432877752753507
1.044999999999995,0.9988924106073379,0.0004921852383113529,-1.9956750376915933,0.001885066612017033,3.678139050941412e-05,0.00013609721667941338
1.0439999999999952,0.9989051667284965,0.00048697321977977313,-1.99572560485363,0.0018679214165377596,3.979470719037493e-05,0.00014586329916792406
1.0429999999999953,0.998931102924347,0.0004886706938530341,-1.9958260448598861,0.0018672741838172328,4.865617929576127e-05,0.00017348193606491388
1.0499999999999945,0.9988746305274964,0.0004935530116945788,-1.9955958947443961,0.0018966607735533064,4.08831949848367e-05,0.00015556239609483817
1.0489999999999946,0.9988811347568035,0.0004978841399281684,-1.9956304295063019,0.0019041103898216618,4.4379066174903e-05,0.0001663977917195912
1.053999999999994,0.9988265662014485,0.0005054999924654588,-1.9954187670373917,0.0019376166010000389,3.728020347744736e-05,0.0001383235434832987
1.0479999999999947,0.9988666387343407,0.0005106987148573574,-1.99557779743433,0.001948147571145039,4.311398899009328e-05,0.00015383434665668168
1.0509999999999944,0.9988679786169529,0.000502408600180829,-1.995578685977459,0.0019285738733168646,4.056060743651476e-05,0.00015034179660410992
1.054999999999994,0.9988208861994743,0.0005097069026071483,-1.9954039586925507,0.0019445234511545671,4.435720384927299e-05,0.00016587585839283967
1.0559999999999938,0.9988126743137836,0.0005198115914031602,-1.9953774707865715,0.001978483122338318,4.068743366981884e-05,0.00015431085748696344
1.0569999999999937,0.9988170223963261,0.000515220194412793,-1.9953905513334274,0.0019601791094404505,4.326545337130931e-05,0.00015492822581258028
1.0579999999999936,0.9987886541485786,0.0005189217802921759,-1.9952809429597855,0.001975336537966935,5.0039434414003935e-05,0.0001802191057780907
1.0599999999999934,0.998780390162468,0.000522400474953126,-1.9952460876727105,0.001994527811011874,3.937598960228069e-05,0.0001428487783340835
1.0589999999999935,0.998775766197443,0.0005231966285461798,-1.9952264471626282,0.0020054440197168947,3.971994098403946e-05,0.00014948328260058478
1.062999999999993,0.9987497899484634,0.0005326619559622306,-1.995129943766594,0.0020247624637820794,5.576757865719583e-05,0.00019240408005224296
1.0609999999999933,0.9987637098813057,0.0005142931709788054,-1.9951824241280556,0.00196384070428677,4.496970310168977e-05,0.00015950126067648288
1.063999999999993,0.9987381862330437,0.0005290572147863679,-1.995086712114811,0.0020166445383160117,4.214546226846482e-05,0.0001653844872475558
1.0649999999999928,0.9987375180947781,0.0005242547386369317,-1.9950858240318299,0.001999850089989625,4.857758216030014e-05,0.00017684421819081614
1.0619999999999932,0.9987445581877231,0.0005326115426561491,-1.9951066081309319,0.0020356722659955404,4.6521000802791357e-05,0.00017019215554320668
1.0669999999999926,0.9987282460999489,0.0005368771014150247,-1.9950425919413566,0.002049021337313983,4.147896119304926e-05,0.00016034709730140744
1.0679999999999925,0.9986796018052101,0.0005474063225836787,-1.9948606406283378,0.002085581928385683,4.662677824288482e-05,0.00016641602413681634
1.0699999999999923,0.9986657419717312,0.0005448081553950976,-1.994806729168892,0.0020725551722562104,4.2869784767206845e-05,0.0001516009333873739
1.0689999999999924,0.9986954938519002,0.0005419962059216195,-1.9949188563156128,0.0020687061196403692,4.2936107263869855e-05,0.0001630517737617182
1.0659999999999927,0.9987227418804169,0.0005324968113921734,-1.995019528415203,0.002031855927886179,4.045895733246464e-05,0.0001550153661709979
1.072999999999992,0.9986583738553524,0.0005462329297638116,-1.9947724013876915,0.002080291138904118,4.7565043082515565e-05,0.0001706026500370524
1.0759999999999916,0.9986157297229766,0.0005586654905353137,-1.9946131852650641,0.002121110301208497,4.442513071050656e-05,0.00016285491440789875
1.0789999999999913,0.9985563775384426,0.00056623123031519,-1.9943892496967315,0.0021500452134300034,4.5114722197828276e-05,0.0001651864220655254
1.0829999999999909,0.9985375058043003,0.0005727914352051241,-1.9943072251343728,0.0021880066666501038,4.087021807291571e-05,0.00015616156641329686
1.0799999999999912,0.9985836535680294,0.0005644621023163003,-1.9944891774249076,0.0021512555421847874,4.212341355897812e-05,0.00016099754294646317
1.071999999999992,0.9986732897925377,0.0005410485778342285,-1.9948306812429428,0.0020664289090483053,4.003421038356336e-05,0.00015059387266857222
1.0739999999999919,0.9986649580395222,0.0005457793193477195,-1.99479994464159,0.0020874448261079238,3.973105340972176e-05,0.00014915118259415047
1.0749999999999917,0.9986020980489254,0.00057141059575979,-1.9945698647665977,0.0021670537760194396,5.305056049219146e-05,0.00018926840122582508
1.0769999999999915,0.9986091978478432,0.0005523927057148309,-1.9945793613982201,0.002112717420318916,3.9212323139876555e-05,0.0001525990068688331
1.0779999999999914,0.9986145616686344,0.0005454244090390721,-1.9946063617420196,0.0020769128213613238,4.500025436190234e-05,0.00016134177243109062
